subset	geo_id	pathogen	y_col	lag_weeks	n_pairs	train_start_week_end	train_end_week_end	corr_y_t_y_t_minus_lag	notes
geo_matched_state	IA	Influenza	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8795747752948925	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IA	Influenza	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.825280023686854	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IA	RSV	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9932356530384666	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IA	RSV	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9781526386597522	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IA	RSV	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.9577615589531508	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IA	RSV	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.9326535146526481	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ID	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9672079948596051	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ID	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9051631365290881	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ID	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8401139657906482	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ID	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.7784355562613954	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ID	Influenza	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9670533957456481	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ID	Influenza	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9048004249602741	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ID	Influenza	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.839631914341184	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ID	Influenza	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.7778373543458452	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ID	RSV	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9917159615565905	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ID	RSV	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9778702275004502	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ID	RSV	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.9633213668154691	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ID	RSV	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.9436588461868742	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IL	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9648531568355968	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IL	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9151193653567192	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IL	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.85432413249904	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IL	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.7866264180472202	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IL	Influenza	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9646916715777724	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IL	Influenza	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9147912828385267	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IL	Influenza	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8539124712725383	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IL	Influenza	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.7860956011449743	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IL	RSV	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9920498533093174	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IL	RSV	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9773692837109438	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IL	RSV	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.9590707953831374	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IL	RSV	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.9345150234435176	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IN	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9652644739004473	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IN	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9142052603333296	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IN	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8508364609343223	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IN	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.7925907355340229	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IN	Influenza	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9652049744457708	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IN	Influenza	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9140699990041788	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IN	Influenza	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8506394333596831	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IN	Influenza	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.7923353689647586	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IN	RSV	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9933437019211777	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IN	RSV	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9771173177498362	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IN	RSV	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.9551717885408756	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IN	RSV	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.9294457904297211	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KS	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9686594565368725	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KS	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9286235018098669	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KS	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8816693234215313	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KS	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8231973567202774	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KS	Influenza	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9685660815745308	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KS	Influenza	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9284443388140898	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KS	Influenza	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8814588827429061	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KS	Influenza	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8229134545207148	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KS	RSV	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9916239263267486	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KS	RSV	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9778630062383745	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KS	RSV	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.9620193816182574	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KS	RSV	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.9384452810930936	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KY	COVID-19	hosp_admissions_per_100k	1	115	2023-01-07	2025-04-05	0.9754459349821537	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KY	COVID-19	hosp_admissions_per_100k	2	114	2023-01-07	2025-04-05	0.9404355540227847	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KY	COVID-19	hosp_admissions_per_100k	3	113	2023-01-07	2025-04-05	0.893687281374179	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KY	COVID-19	hosp_admissions_per_100k	4	112	2023-01-07	2025-04-05	0.8406213987436061	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KY	Influenza	hosp_admissions_per_100k	1	112	2023-01-07	2025-04-05	0.975193109662143	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KY	Influenza	hosp_admissions_per_100k	2	111	2023-01-07	2025-04-05	0.9398276666600451	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KY	Influenza	hosp_admissions_per_100k	3	110	2023-01-07	2025-04-05	0.8926402939009064	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KY	Influenza	hosp_admissions_per_100k	4	109	2023-01-07	2025-04-05	0.8390500271203704	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KY	RSV	hosp_admissions_per_100k	1	113	2023-01-07	2025-04-05	0.9938458190676854	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KY	RSV	hosp_admissions_per_100k	2	112	2023-01-07	2025-04-05	0.980343202842612	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KY	RSV	hosp_admissions_per_100k	3	111	2023-01-07	2025-04-05	0.9618437000118051	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	KY	RSV	hosp_admissions_per_100k	4	110	2023-01-07	2025-04-05	0.9371357454456978	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	LA	COVID-19	hosp_admissions_per_100k	1	108	2023-01-07	2025-04-05	0.9683380576534564	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	LA	COVID-19	hosp_admissions_per_100k	2	107	2023-01-07	2025-04-05	0.9201512492794488	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	LA	COVID-19	hosp_admissions_per_100k	3	106	2023-01-07	2025-04-05	0.862103458291121	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	LA	COVID-19	hosp_admissions_per_100k	4	105	2023-01-07	2025-04-05	0.8035433635035725	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	LA	Influenza	hosp_admissions_per_100k	1	70	2023-12-02	2025-04-05	0.9621810442571185	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	LA	Influenza	hosp_admissions_per_100k	2	69	2023-12-02	2025-04-05	0.9041401066991626	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	LA	Influenza	hosp_admissions_per_100k	3	68	2023-12-02	2025-04-05	0.8335110981773663	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	LA	Influenza	hosp_admissions_per_100k	4	67	2023-12-02	2025-04-05	0.7614269055109806	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	LA	RSV	hosp_admissions_per_100k	1	70	2023-12-02	2025-04-05	0.992448884221455	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	LA	RSV	hosp_admissions_per_100k	2	69	2023-12-02	2025-04-05	0.9743772714222079	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	LA	RSV	hosp_admissions_per_100k	3	68	2023-12-02	2025-04-05	0.9490565919953317	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	LA	RSV	hosp_admissions_per_100k	4	67	2023-12-02	2025-04-05	0.9177643808343253	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MA	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9577864728075803	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MA	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9079575491165379	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MA	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8582373663467864	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MA	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8075676629591422	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MA	Influenza	hosp_admissions_per_100k	1	116	2023-01-07	2025-04-05	0.9576475151345554	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MA	Influenza	hosp_admissions_per_100k	2	115	2023-01-07	2025-04-05	0.9076508229785476	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MA	Influenza	hosp_admissions_per_100k	3	114	2023-01-07	2025-04-05	0.8577729912215006	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MA	Influenza	hosp_admissions_per_100k	4	113	2023-01-07	2025-04-05	0.8069363379701309	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MA	RSV	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9796362349240555	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MA	RSV	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.952274905249486	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MA	RSV	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.9257636752751546	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MA	RSV	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8981538483153229	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MD	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.971306275786285	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MD	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9233662214661937	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MD	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8669174525207936	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MD	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8060256563943681	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MD	Influenza	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9712355785765542	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MD	Influenza	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9232016578059121	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MD	Influenza	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8666854979301781	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MD	Influenza	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8057194315132048	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MD	RSV	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9874067458953164	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MD	RSV	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9674935110382089	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MD	RSV	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.9467380129203246	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MD	RSV	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.9211607152221392	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ME	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9559663514165466	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ME	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.924585749123093	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ME	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8892468469477814	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ME	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8289911868929196	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ME	Influenza	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9558068500501486	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ME	Influenza	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.92428438271497	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ME	Influenza	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.888888095151878	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ME	Influenza	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8285338727993703	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ME	RSV	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9796855689451132	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ME	RSV	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9652250625585398	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ME	RSV	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.9486834185132651	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	ME	RSV	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.9200073442161961	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MI	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.8730756633307278	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MI	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.6931715274132095	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MI	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.5355229025922347	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MI	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.43848828318962746	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MI	Influenza	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.8724337494507637	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MI	Influenza	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.6917150511574258	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MI	Influenza	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.5335555200467897	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MI	Influenza	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.43632706450326414	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MI	RSV	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9934190634702122	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MI	RSV	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9778510851731165	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MI	RSV	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.9578592448724538	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MI	RSV	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.934333730745468	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MN	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9655950783640225	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MN	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9242868730762213	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MN	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8777823844252022	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MN	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8245877911973762	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MN	Influenza	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9655798533552823	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MN	Influenza	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9242537114886896	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MN	Influenza	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8777324342364367	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MN	Influenza	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8245182469441249	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MN	RSV	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9925327669258442	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MN	RSV	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9789097099007884	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MN	RSV	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.9601670050831141	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MN	RSV	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.9346348260135939	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MO	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9702849173867159	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MO	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9272315509120732	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MO	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8774141790740861	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MO	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8210598961966122	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MO	Influenza	hosp_admissions_per_100k	1	51	2024-03-02	2025-03-15	0.9535457255799196	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MO	Influenza	hosp_admissions_per_100k	2	50	2024-03-02	2025-03-15	0.8836119259284508	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MO	Influenza	hosp_admissions_per_100k	3	49	2024-03-02	2025-03-15	0.8002690876460755	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MO	Influenza	hosp_admissions_per_100k	4	48	2024-03-02	2025-03-15	0.7030684873028984	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MO	RSV	hosp_admissions_per_100k	1	51	2024-03-02	2025-03-15	0.9864590081729179	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MO	RSV	hosp_admissions_per_100k	2	50	2024-03-02	2025-03-15	0.9614047357914582	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MO	RSV	hosp_admissions_per_100k	3	49	2024-03-02	2025-03-15	0.9304502088177913	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MO	RSV	hosp_admissions_per_100k	4	48	2024-03-02	2025-03-15	0.8901087271005356	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	MS	COVID-19	hosp_admissions_per_100k	1	103	2023-01-07	2025-04-05	0.9569226790494036	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
